CODI_PROVINCIA,PROVINCIA,CODI_MUNICIPI,MUNICIPI,ESTACIO,CODI_CONTAMINANT,ANY,MES,DIA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24
08,Barcelona,019,Barcelona,057,108,2022,4,4,26.8,V,20.49,V,9.67,V,8.74,V,10.53,V,17.91,V,12.39,V,40.28,V,59.68,V,32.79,V,17.28,V,8.77,V,8.23,V,14.15,V,10.42,V,10.9,V,7.7,V,7.49,V,7.61,V,11.09,V,13.56,V,18.79,V,23.5,V,32.85,V
08,Barcelona,019,Barcelona,057,108,2022,4,5,23.26,V,12.35,V,8.44,V,7.88,V,6.66,V,5.75,V,10.96,V,30.75,V,88.98,V,18.38,V,44.88,V,41.77,V,22.75,V,18.98,V,15.8,V,15.76,V,10.89,V,12.64,V,19.03,V,25.45,V,35.1,V,31.44,V,23.81,V,16.26,V
08,Barcelona,019,Barcelona,057,108,2022,4,6,22.93,V,38.74,V,36.07,V,28.21,V,14.82,V,9.25,V,15.41,V,63.41,V,60.03,V,50.07,V,44.17,V,27.92,V,,N,,N,,N,,N,9.17,V,9.95,V,12.86,V,18.58,V,34.57,V,47.77,V,39.54,V,50.74,V
08,Barcelona,019,Barcelona,057,108,2022,4,7,65.91,V,64.33,V,31.43,V,28.75,V,26.89,V,27.35,V,24.15,V,37.51,V,43.17,V,9.92,V,8.83,V,15.58,V,21.3,V,12.56,V,10.57,V,6.24,V,11.65,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,112,2022,4,4,27.75,V,20.56,V,9.84,V,8.74,V,10.51,V,18.42,V,12.63,V,44.97,V,86.63,V,40.23,V,20.57,V,11.17,V,10.51,V,17.77,V,13.04,V,13.53,V,9.07,V,8.64,V,8.39,V,11.79,V,13.96,V,19.02,V,23.69,V,33.47,V
08,Barcelona,019,Barcelona,057,112,2022,4,5,23.37,V,12.99,V,8.57,V,7.9,V,6.73,V,5.88,V,11.33,V,36.13,V,206.65,V,22.33,V,61.22,V,58.12,V,29.4,V,24.42,V,19.43,V,19.46,V,12.9,V,14.69,V,20.74,V,26.49,V,35.39,V,31.57,V,23.97,V,16.43,V
08,Barcelona,019,Barcelona,057,112,2022,4,6,23.04,V,39.68,V,38.76,V,28.29,V,14.81,V,9.57,V,15.91,V,67.87,V,76.67,V,64.83,V,61.29,V,34.62,V,,N,,N,,N,,N,10.87,V,11.62,V,14.24,V,19.44,V,34.99,V,48.04,V,40.32,V,53.36,V
08,Barcelona,019,Barcelona,057,112,2022,4,7,67.09,V,75.1,V,31.67,V,29.05,V,28.53,V,27.75,V,25.33,V,50.38,V,88.04,V,12.94,V,12.03,V,22.62,V,31.42,V,16.2,V,13.43,V,7.63,V,14.5,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,107,2022,4,4,0.63,V,0.05,V,0.12,V,0,V,-0.01,V,0.33,V,0.16,V,3.07,V,17.64,V,4.87,V,2.16,V,1.57,V,1.49,V,2.37,V,1.71,V,1.72,V,0.9,V,0.75,V,0.51,V,0.46,V,0.26,V,0.15,V,0.12,V,0.4,V
08,Barcelona,019,Barcelona,057,107,2022,4,5,0.08,V,0.42,V,0.09,V,0.02,V,0.05,V,0.09,V,0.24,V,3.52,V,77.03,V,2.59,V,10.69,V,10.7,V,4.35,V,3.56,V,2.38,V,2.43,V,1.32,V,1.34,V,1.12,V,0.68,V,0.2,V,0.09,V,0.11,V,0.11,V
08,Barcelona,019,Barcelona,057,107,2022,4,6,0.07,V,0.62,V,1.76,V,0.05,V,-0.01,V,0.21,V,0.33,V,2.92,V,10.89,V,9.66,V,11.21,V,4.39,V,,N,,N,,N,,N,1.11,V,1.09,V,0.9,V,0.56,V,0.28,V,0.18,V,0.51,V,1.72,V
08,Barcelona,019,Barcelona,057,107,2022,4,7,0.77,V,7.04,V,0.16,V,0.2,V,1.07,V,0.27,V,0.77,V,8.42,V,29.37,V,1.97,V,2.09,V,4.62,V,6.62,V,2.38,V,1.87,V,0.91,V,1.87,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,114,2022,4,4,52.4,V,60.7,V,64.5,V,57.8,V,55.6,V,46.3,V,54.7,V,30,V,15.7,V,44.4,V,63.7,V,77,V,76.9,V,75.1,V,82.3,V,84.8,V,86.9,V,87.9,V,89.4,V,86.8,V,85.1,V,76.1,V,67.7,V,54.3,V
08,Barcelona,019,Barcelona,057,114,2022,4,5,59.7,V,77.2,V,86.8,V,85.1,V,86.3,V,89.6,V,84.9,V,60.5,V,19.6,V,69.7,V,47.1,V,53.7,V,77.2,V,79.2,V,83.1,V,85.2,V,91.2,V,89.3,V,83.3,V,79.1,V,66.5,V,70.8,V,73.3,V,79.4,V
08,Barcelona,019,Barcelona,057,114,2022,4,6,62.5,V,39.4,V,45.4,V,55.6,V,73.3,V,81.7,V,72.8,V,24.4,V,27.4,V,29,V,47,V,62.1,V,,N,,N,,N,,N,103.9,V,98.1,V,100.2,V,98,V,73.2,V,53.9,V,55.1,V,39,V
08,Barcelona,019,Barcelona,057,114,2022,4,7,19.6,V,20.8,V,42.1,V,38.6,V,47,V,46.2,V,46.7,V,26.3,V,24.3,V,48.6,V,56.7,V,51.2,V,55,V,78,V,80.3,V,84.5,V,84.4,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,110,2022,4,4,5,V,8.7,V,9.4,V,9.8,V,10,V,8.7,V,9.4,V,11.4,V,14.3,V,13,V,11.8,V,10.7,V,10.1,V,14.3,V,12.1,V,10,V,9.3,V,9.5,V,8.3,V,10.9,V,11.2,V,9.2,V,8.1,V,10.2,V
08,Barcelona,019,Barcelona,057,110,2022,4,5,11.8,V,8,V,5.9,V,6.2,V,7.6,V,6.2,V,5.7,V,7.2,V,19.9,V,11.3,V,20.5,V,21.2,V,10.9,V,7.8,V,6.5,V,8.5,V,7.9,V,8.3,V,9.2,V,8.7,V,11.3,V,13.5,V,13.5,V,10.7,V
08,Barcelona,019,Barcelona,057,110,2022,4,6,10.5,V,11.4,V,11.6,V,10.3,V,11,V,10.5,V,13,V,18.2,V,22.4,V,25.2,V,25,V,23.3,V,,N,,N,,N,,N,14.3,V,13.7,V,12.2,V,17.2,V,24,V,25,V,14.7,V,13.2,V
08,Barcelona,019,Barcelona,057,110,2022,4,7,17.5,V,16,V,12.3,V,11.8,V,12,V,13.3,V,12.7,V,11.2,V,9.8,V,3.8,V,5.5,V,10.3,V,15.7,V,17.6,V,20,V,11.2,V,28.3,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,109,2022,4,4,4.3,V,7.3,V,8.6,V,9.1,V,9.3,V,8,V,8.4,V,9.9,V,10.7,V,9.5,V,8.7,V,8.2,V,8,V,11.1,V,10,V,8,V,7.2,V,6.8,V,5.7,V,6.5,V,6.6,V,6.2,V,6.5,V,8.3,V
08,Barcelona,019,Barcelona,057,109,2022,4,5,9.3,V,6.5,V,5.2,V,5.5,V,6.7,V,5.6,V,5.1,V,5.3,V,11.4,V,8.8,V,12.3,V,12.7,V,7.2,V,4.8,V,5,V,7.1,V,6.2,V,5.7,V,6.3,V,6.4,V,7.2,V,8,V,8.5,V,7,V
08,Barcelona,019,Barcelona,057,109,2022,4,6,7,V,8,V,7.3,V,7.4,V,8.5,V,8.1,V,9.4,V,10.6,V,12,V,13.5,V,14.1,V,13.4,V,,N,,N,,N,,N,9.4,V,8.2,V,8.4,V,9.4,V,10.7,V,15.6,V,10.1,V,8.5,V
08,Barcelona,019,Barcelona,057,109,2022,4,7,11.2,V,11.5,V,9.4,V,9.5,V,9.6,V,9.6,V,8,V,6.8,V,5.2,V,2.3,V,2.8,V,4.3,V,6.9,V,5.2,V,5,V,3.4,V,6.4,V,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,101,2022,4,4,1.17,V,1.02,V,1.01,V,0.96,V,0.98,V,0.95,V,0.91,V,1.28,V,1.03,V,1.04,V,1.13,V,1.36,V,1.15,V,1.42,V,1.55,V,1.24,V,1.25,V,1.13,V,1.15,V,1.27,V,0.85,V,1.01,V,1.08,V,0.95,V
08,Barcelona,019,Barcelona,057,101,2022,4,5,0.98,V,0.9,V,0.8,V,0.95,V,1.12,V,1.18,V,0.99,V,1.22,V,2.46,V,1.41,V,1.77,V,1.72,V,1.37,V,1.36,V,1.2,V,1.42,V,1.11,V,1.16,V,1.35,V,1.33,V,1.2,V,1.22,V,1.12,V,1.16,V
08,Barcelona,019,Barcelona,057,101,2022,4,6,1,V,1.13,V,1.09,V,1.08,V,1.08,V,1.29,V,0.99,V,1,V,1.27,V,1.62,V,1.91,V,2.35,V,,N,,N,,N,,N,2.15,V,1.58,V,1.42,V,1.36,V,1.27,V,1.22,V,1.27,V,1.23,V
08,Barcelona,019,Barcelona,057,101,2022,4,7,1.25,V,1.33,V,1.31,V,1.13,V,1.13,V,1.13,V,1.2,V,1.05,V,1.42,V,1.62,V,1.66,V,2.02,V,2.33,V,2.09,V,1.57,V,1.51,V,1.37,V,,N,,N,,N,,N,,N,,N,,N
