CODI_PROVINCIA,PROVINCIA,CODI_MUNICIPI,MUNICIPI,ESTACIO,CODI_CONTAMINANT,ANY,MES,DIA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24
08,Barcelona,019,Barcelona,043,999,2022,4,18,24.2,V,22.2,V,20.1,V,16.9,V,14.9,V,20.5,V,24.1,V,23.2,V,20.5,V,20.4,V,18.7,V,16.2,V,19.4,V,19,V,18.1,V,22.4,V,18.8,V,20.3,V,20.2,V,20,V,23.1,V,19.6,V,18.6,V,20.9,V
08,Barcelona,019,Barcelona,043,999,2022,4,19,19.2,V,10.9,V,14.6,V,17,V,17.2,V,18.7,V,21.3,V,22.5,V,14.2,V,14.9,V,15.8,V,15,V,14.2,V,14.7,V,15,V,14,V,14.6,V,16.1,V,17.1,V,18.2,V,17.1,V,14.7,V,17.3,V,18.2,V
08,Barcelona,019,Barcelona,043,999,2022,4,20,19.5,V,22.3,V,20.2,V,20.1,V,20.5,V,18.7,V,16.8,V,16.2,V,14.7,V,15.7,V,17,V,17.6,V,17.8,V,17.8,V,18,V,16.3,V,16.8,V,17.1,V,18.3,V,16.5,V,17.2,V,21.7,V,17.3,V,22.2,V
08,Barcelona,019,Barcelona,043,999,2022,4,21,28.5,V,25.3,V,26.9,V,30.2,V,19.1,V,26.6,V,23.6,V,18.2,V,18.8,V,22,V,16,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,999,2022,4,18,13.1,V,12.4,V,12.2,V,13.3,V,13.8,V,12.8,V,12.5,V,12.7,V,14.8,V,18.4,V,22.2,V,12.7,V,11.8,V,17.8,V,16.9,V,19.9,V,24.2,V,23.2,V,18.8,V,14.9,V,16.8,V,16.1,V,13.7,V,9.8,V
08,Barcelona,019,Barcelona,054,999,2022,4,19,13.6,V,16.9,V,16.8,V,18,V,16.5,V,13.6,V,9.5,V,7.8,V,11,V,10.9,V,11.5,V,11.6,V,10.8,V,11.8,V,14.4,V,14.6,V,17.2,V,20.7,V,17.6,V,19.5,V,14.1,V,12.5,V,14.6,V,14.9,V
08,Barcelona,019,Barcelona,054,999,2022,4,20,16.6,V,17.4,V,19.8,V,21.9,V,19.4,V,14.6,V,11.2,V,8.6,V,10.8,V,9.5,V,,N,,N,,N,13.1,V,14.8,V,13.6,V,11.8,V,13.5,V,14.4,V,14.4,V,14.9,V,15.5,V,16.6,V,20.5,V
08,Barcelona,019,Barcelona,054,999,2022,4,21,19.8,V,16.6,V,18.3,V,24.5,V,20.5,V,21.2,V,15.5,V,7.5,V,8.8,V,9.5,V,9.8,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,22,2022,4,18,745,V,738,V,1162,V,2027,V,1826,V,1188,V,817,V,1148,V,1611,V,3143,V,2465,V,2234,V,1426,V,1334,V,1104,V,717,V,721,V,1256,V,1198,V,1539,V,1556,V,1108,V,1230,V,886,V
08,Barcelona,019,Barcelona,043,22,2022,4,19,1286,V,2436,V,1862,V,2036,V,1586,V,1539,V,2166,V,3923,V,4113,V,4055,V,2932,V,4291,V,2793,V,2644,V,2377,V,2463,V,1743,V,1644,V,1400,V,1479,V,1898,V,2095,V,1831,V,1556,V
08,Barcelona,019,Barcelona,043,22,2022,4,20,1424,V,1096,V,989,V,672,V,591,V,626,V,709,V,1099,V,1238,V,1355,V,1196,V,1085,V,1184,V,1330,V,1331,V,1002,V,1402,V,1204,V,1218,V,1205,V,1117,V,900,V,964,V,636,V
08,Barcelona,019,Barcelona,043,22,2022,4,21,389,V,312,V,213,V,206,V,337,V,257,V,1007,V,1990,V,1963,V,2397,V,1603,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,22,2022,4,18,1078,V,904,V,905,V,812,V,814,V,1331,V,1335,V,1290,V,1017,V,792,V,474,V,1039,V,1096,V,981,V,1001,V,557,V,452,V,536,V,602,V,735,V,752,V,732,V,727,V,1334,V
08,Barcelona,019,Barcelona,054,22,2022,4,19,1140,V,566,V,537,V,510,V,619,V,1118,V,2432,V,4131,V,1785,V,1818,V,1765,V,2593,V,1793,V,1235,V,969,V,917,V,643,V,520,V,608,V,581,V,903,V,1362,V,1234,V,1106,V
08,Barcelona,019,Barcelona,054,22,2022,4,20,1064,V,1168,V,862,V,652,V,647,V,945,V,1368,V,1672,V,967,V,919,V,,N,,N,,N,760,V,681,V,839,V,866,V,703,V,657,V,719,V,752,V,604,V,684,V,389,V
08,Barcelona,019,Barcelona,054,22,2022,4,21,241,V,204,V,168,V,140,V,202,V,206,V,436,V,1462,V,1373,V,942,V,973,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,6,2022,4,18,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V
08,Barcelona,019,Barcelona,043,6,2022,4,19,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.6,V,0.8,V,0.7,V,0.5,V,0.6,V,0.4,V,0.6,V,0.4,V,0.5,V,0.3,V,0.3,V,0.5,V,0.6,V,0.5,V,0.5,V,0.5,V,0.4,V
08,Barcelona,019,Barcelona,043,6,2022,4,20,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,043,6,2022,4,21,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.5,V,0.5,V,0.5,V,0.3,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,6,2022,4,18,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,044,6,2022,4,19,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.4,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,044,6,2022,4,20,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,044,6,2022,4,21,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,6,2022,4,18,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,057,6,2022,4,19,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,057,6,2022,4,20,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,057,6,2022,4,21,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,6,2022,4,18,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V
08,Barcelona,019,Barcelona,054,6,2022,4,19,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.6,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.3,V
08,Barcelona,019,Barcelona,054,6,2022,4,20,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,,N,,N,,N,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,054,6,2022,4,21,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,997,2022,4,18,3838,V,3838,V,3837.4,V,3834.7,V,3828.7,V,3826.6,V,3826,V,3826,V,3826,V,3828.4,V,3838,V,3833.8,V,3827.2,V,3826.1,V,3826,V,3826,V,3826,V,3826,V,3826,V,3825.8,V,3824.7,V,3822.1,V,3829.6,V,3840.3,V
08,Barcelona,019,Barcelona,043,997,2022,4,19,3838.1,V,3838,V,3838,V,3837.9,V,3836.4,V,3835,V,3830,V,3839.1,V,3849.3,V,3838.7,V,3838,V,3838,V,3836.9,V,3858,V,3851,V,3850.2,V,3844.2,V,3838.4,V,3838,V,3838,V,3838,V,3836.9,V,3833.9,V,3855.2,V
08,Barcelona,019,Barcelona,043,997,2022,4,20,3849.9,V,3844.6,V,3841.4,V,3839,V,3838.1,V,3838,V,3838,V,3838,V,3838,V,3838,V,3837.5,V,3834.7,V,3829.9,V,3826.9,V,3826,V,3845.5,V,3837.5,V,3831.9,V,3826.3,V,3826,V,3826,V,3826,V,3826,V,3826,V
08,Barcelona,019,Barcelona,043,997,2022,4,21,3826,V,3826,V,3825.3,V,3824.2,V,3822.4,V,3821.2,V,3817.6,V,3813.5,V,3813,V,3813,V,3850.7,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,997,2022,4,18,3855.4,V,3868,V,3865.1,V,3855.8,V,3855,V,3855,V,3855,V,3854.9,V,3847.9,V,3843.1,V,3843,V,3843,V,3843,V,3843,V,3843,V,3843,V,3842.8,V,3839.6,V,3832.8,V,3830.2,V,3850,V,3855,V,3855,V,3855,V
08,Barcelona,019,Barcelona,054,997,2022,4,19,3855,V,3854.2,V,3847.4,V,3843.2,V,3843,V,3843,V,3843,V,3837.8,V,3830,V,3830,V,3856.6,V,3865.9,V,3855.6,V,3855,V,3855,V,3855,V,3855,V,3855,V,3853.2,V,3846.8,V,3843.2,V,3843,V,3843,V,3843,V
08,Barcelona,019,Barcelona,054,997,2022,4,20,3843,V,3843,V,3853.6,V,3839.8,V,3831.5,V,3830,V,3830,V,3830,V,3830,V,3828.7,V,,N,,N,,N,3818,V,3818,V,3818,V,3818,V,3816.3,V,3809.7,V,3805.3,V,3805,V,3805,V,3805,V,3805,V
08,Barcelona,019,Barcelona,054,997,2022,4,21,3805,V,3805,V,3805,V,3805,V,3805,V,3824.1,V,3868,V,3867.4,V,3860.2,V,3855.4,V,3855,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,996,2022,4,18,1166.7,V,1166.9,V,1167.3,V,1169.9,V,1176,V,1178.2,V,1178.8,V,1178.9,V,1178.8,V,1176.4,V,1166.8,V,1171,V,1177.7,V,1178.9,V,1179,V,1179.1,V,1178.9,V,1179,V,1179,V,1179,V,1180.3,V,1182.9,V,1175.3,V,1164.5,V
08,Barcelona,019,Barcelona,043,996,2022,4,19,1166.6,V,1166.6,V,1166.8,V,1166.9,V,1168.5,V,1169.8,V,1174.8,V,1165.9,V,1155.5,V,1166,V,1166.8,V,1166.8,V,1167.9,V,1146.8,V,1153.7,V,1154.7,V,1160.7,V,1166.5,V,1166.8,V,1166.8,V,1167,V,1168.1,V,1170.9,V,1149.9,V
08,Barcelona,019,Barcelona,043,996,2022,4,20,1155,V,1160.3,V,1163.5,V,1165.9,V,1166.8,V,1166.6,V,1166.9,V,1167,V,1166.6,V,1166.8,V,1167.3,V,1170,V,1174.8,V,1177.8,V,1178.8,V,1159.3,V,1167.3,V,1172.6,V,1178.4,V,1178.6,V,1178.9,V,1178.7,V,1178.7,V,1178.7,V
08,Barcelona,019,Barcelona,043,996,2022,4,21,1178.8,V,1178.8,V,1179.6,V,1180.7,V,1182.6,V,1183.7,V,1187.3,V,1191.3,V,1191.9,V,1191.8,V,1154,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,996,2022,4,18,1113.6,V,1101,V,1104,V,1113.2,V,1114,V,1114,V,1114,V,1114.1,V,1121.1,V,1125.9,V,1126,V,1126,V,1126,V,1126,V,1126,V,1126,V,1126.2,V,1129.4,V,1136.2,V,1138.9,V,1119,V,1114,V,1114,V,1114,V
08,Barcelona,019,Barcelona,054,996,2022,4,19,1114,V,1114.8,V,1121.7,V,1125.8,V,1126,V,1126,V,1126,V,1131.2,V,1139,V,1139,V,1112.4,V,1103.1,V,1113.4,V,1114,V,1114,V,1114,V,1114,V,1114,V,1115.9,V,1122.2,V,1125.8,V,1126,V,1126,V,1126,V
08,Barcelona,019,Barcelona,054,996,2022,4,20,1126,V,1126,V,1115.4,V,1129.2,V,1137.5,V,1139,V,1139,V,1139,V,1139,V,1140.3,V,,N,,N,,N,1151,V,1151,V,1151,V,1151,V,1152.7,V,1159.3,V,1163.7,V,1164,V,1164,V,1164,V,1164,V
08,Barcelona,019,Barcelona,054,996,2022,4,21,1164,V,1164,V,1164,V,1164,V,1164,V,1144.9,V,1101,V,1101.6,V,1108.8,V,1113.6,V,1114,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,998,2022,4,18,5004.7,V,5004.9,V,5004.7,V,5004.6,V,5004.7,V,5004.8,V,5004.9,V,5004.9,V,5004.8,V,5004.8,V,5004.8,V,5004.8,V,5004.9,V,5005,V,5005,V,5005.1,V,5004.9,V,5005,V,5005,V,5004.8,V,5005,V,5004.9,V,5004.9,V,5004.8,V
08,Barcelona,019,Barcelona,043,998,2022,4,19,5004.7,V,5004.6,V,5004.8,V,5004.8,V,5004.9,V,5004.8,V,5004.9,V,5004.9,V,5004.8,V,5004.7,V,5004.8,V,5004.8,V,5004.8,V,5004.8,V,5004.7,V,5004.9,V,5004.9,V,5005,V,5004.8,V,5004.8,V,5004.9,V,5004.9,V,5004.8,V,5005.1,V
08,Barcelona,019,Barcelona,043,998,2022,4,20,5004.9,V,5004.9,V,5004.9,V,5004.9,V,5004.9,V,5004.6,V,5004.9,V,5005,V,5004.6,V,5004.8,V,5004.8,V,5004.7,V,5004.8,V,5004.7,V,5004.9,V,5004.8,V,5004.8,V,5004.6,V,5004.7,V,5004.6,V,5004.9,V,5004.7,V,5004.7,V,5004.7,V
08,Barcelona,019,Barcelona,043,998,2022,4,21,5004.8,V,5004.8,V,5004.9,V,5004.9,V,5004.9,V,5004.8,V,5004.9,V,5004.8,V,5004.9,V,5004.8,V,5004.7,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,998,2022,4,18,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V
08,Barcelona,019,Barcelona,054,998,2022,4,19,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V
08,Barcelona,019,Barcelona,054,998,2022,4,20,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,,N,,N,,N,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V
08,Barcelona,019,Barcelona,054,998,2022,4,21,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,050,7,2022,4,18,1,V,1,V,1,V,1,V,1,V,1,V,1,V,4,V,5,V,8,V,20,V,7,V,5,V,4,V,2,V,3,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,050,7,2022,4,19,1,V,1,V,1,V,1,V,1,V,2,V,5,V,21,V,24,V,13,V,16,V,20,V,7,V,1,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,050,7,2022,4,20,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,050,7,2022,4,21,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,7,V,6,V,5,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,7,2022,4,18,3,V,1,V,7,V,6,V,4,V,2,V,3,V,8,V,15,V,59,V,22,V,16,V,11,V,9,V,6,V,5,V,6,V,7,V,8,V,11,V,10,V,8,V,6,V,5,V
08,Barcelona,019,Barcelona,043,7,2022,4,19,2,V,4,V,4,V,5,V,3,V,4,V,21,V,90,V,72,V,67,V,34,V,69,V,30,V,31,V,18,V,20,V,18,V,15,V,21,V,21,V,14,V,11,V,20,V,13,V
08,Barcelona,019,Barcelona,043,7,2022,4,20,7,V,13,V,6,V,4,V,3,V,3,V,5,V,16,V,17,V,18,V,18,V,17,V,17,V,15,V,15,V,13,V,13,V,13,V,12,V,11,V,10,V,8,V,7,V,7,V
